Id,IDRECIPE,STEP,DESCRIPTION,CREATED,CREATED_BY,UPDATED,UPDATED_BY
349,103,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>Harina</li><li>Levadura</li><li>Azucar</li><li>Leche</li><li>Agua</li><li>Huevos</li></ul><p>⇒ Remover hasta pasta uniforme:</p><ul><li>Muy espesa → + leche</li><li>Muy liquida → + harina</li></ul></div>",2023-05-28T13:45:43,JORTRI,2023-05-28T13:45:43,JORTRI
351,103,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite para freir <strong><u>SUAVE</u></strong> <mark class=""pen-red""><strong>(No virgen extra)</strong></mark></li><li>Hoja limón pasada por masa bol paso 2</li></ul><p>⇒ Friendo dándole vueltas con las palas de madera</p><blockquote><p>Tendrán que ir haciéndose por tandas</p></blockquote><p>⇒ Al sacar meter en plato paso 3 y pegarle la canela/azucar</p><blockquote><p><mark class=""marker-yellow"">No dejar enfriar antes, o no se pegará la canela/azucar, meterlas inmediatamente cuando las sacas de la sartén</mark></p></blockquote></div>",2023-05-28T13:48:48,JORTRI,2023-05-28T13:48:48,JORTRI
352,104,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/paellera_48.png"" alt=""Paellera"" title=""Paellera"">
 <figcaption>Paellera</figcaption>
</figure></div><ul><li>Aceite sofreír</li><li>Pimiento rojo a tiras</li></ul><p>⇒ Sofreír ⇒ Reservar</p></div>",2023-05-28T15:20:03,JORTRI,2023-05-28T15:20:03,JORTRI
355,104,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/paellera_48.png"" alt=""Paellera"" title=""Paellera"">
 <figcaption>Paellera paso 2 +</figcaption>
</figure></div><ul><li>1 cucharilla pimentón dulce</li><li>Pimiento sofrito apartado en paso 1</li></ul><p>⇒ Mezclar ⇒ +:</p><ul><li>Cabeza bogavante (Parte interio hacia abajo)</li><li>Tenazas</li><li>Jugos guardados del troceado</li></ul><p>⇒ Calentar unos minutos hasta coger tono rojo el bogavante</p></div>",2023-05-28T15:28:07,JORTRI,2023-05-28T15:28:07,JORTRI
369,108,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/plato_48.png"" alt=""Plato"" title=""Plato"">
 <figcaption>Emplatado</figcaption>
</figure></div><figure class=""table"" style=""float:left;""><table><tbody><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Frutos rojos enteros de adorno</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Salsa por encima</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Rodaja solomillo</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong>Base</strong>: Pure de patata en base con molde</td></tr></tbody></table></figure><p>&nbsp;</p></div>",2023-05-28T18:57:14,JORTRI,2023-05-28T18:57:20,JORTRI
373,109,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/plato_48.png"" alt=""Plato"" title=""Plato"">
 <figcaption>Emplatado</figcaption>
</figure></div><figure class=""table"" style=""float:left;""><table><tbody><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><p>Lascas foie micut por encima de adorno</p><p><span class=""text-small"">(previo paso congelador se quedarán mejor)</span></p></td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Salsa por encima</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);"">Rodaja solomillo</td></tr><tr><td style=""border:2px solid hsl(0, 0%, 0%);""><strong>Base</strong>: Pure de patata en base con molde</td></tr></tbody></table></figure><p>&nbsp;</p></div>",2023-05-28T19:06:29,JORTRI,2023-05-28T19:06:29,JORTRI
319,95,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>Lechuga (limpia &nbsp;y seca)</li><li>Tomate</li><li>Arándanos (Si son deshidratados → hidratar antes)</li><li>Picatostes</li></ul><p>⇒ Mezclar, dejar reposar</p></div>",2023-05-27T16:47:59,JORTRI,2023-05-27T16:47:59,JORTRI
321,95,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Queso cabra en rodajas</li></ul><p>⇒ Calenar</p></div>",2023-05-27T16:49:53,JORTRI,2023-05-27T16:49:53,JORTRI
326,97,2,"<div class=""ck-content""><p><strong><u>Relleno</u></strong></p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Mantequilla</li><li>Champiñones cortados dados muy pequeños</li></ul><p>⇒ Saltear ⇒ +:</p><ul><li>Harina espolvoreando</li></ul><p>⇒ Remover ⇒ +:</p><ul><li>Leche</li></ul><p>&nbsp;⇒ Cocinar 10' &nbsp;⇒ +:</p><ul><li>Trufa rallada</li><li>Sal / Pimenta</li></ul><p>&nbsp;⇒ Enfriar</p></div>",2023-05-27T17:09:23,JORTRI,2023-05-27T17:11:24,JORTRI
328,97,4,"<div class=""ck-content""><p>Bola masa paso 1 ⇒ Cortar 4 trozos</p><p>Cada trozo extender 1 metro <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/amasar_rodillo_48.png"" alt=""Amasar rodillo""></p><blockquote><p><mark class=""marker-yellow"">Si tienes maquina extendedora de pasta, pues mejor</mark></p></blockquote><p>La masa extendida cortar en 3 trozos:</p><ul><li>Ir colocando bolas del relleno</li></ul><p>Mojar con agua toda la masa alrededor de las bolitas de relleno con brocha.</p><p>Cubrir con otra masa por encima ⇒ Apretar formando las bolas. Apretar las junturas mojadas.</p><pre><code class=""language-plaintext"">  ___     __
 /   \___/  \___
/_______________</code></pre><p>Cortar con vaso tubo los raviolis (o con cortador especializado).</p><p>Dejar secar.</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Agua hirviendo</li><li>Raviolis</li></ul><p>⇒ Cocer 5'</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p></div>",2023-05-27T17:20:01,JORTRI,2023-05-27T17:20:01,JORTRI
330,98,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/bandeja_horno_48.png"" alt=""Bandeja horno"" title=""Bandeja horno"">
 <figcaption>Bandeja horno</figcaption>
</figure></div><ul><li>FIlete salmón</li><li>Por encima como una costra:<ul style=""list-style-type:circle;""><li>Mostaza dijon esparcida</li><li>Sal / Pimienta</li><li>Mezcla a esparcir de ½ taza de:<ul style=""list-style-type:square;""><li>Pan rallado</li><li>Perejil</li><li>Ajo en polvo</li></ul></li><li>½ taza mantequilla derretida en microhondas</li><li>Albahaca</li></ul></li></ul><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>⇒ 200º - 20'</p></div>",2023-05-27T17:25:24,JORTRI,2023-05-27T17:25:24,JORTRI
331,99,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Cebolla → cortado bruinoise (daditos muy pequeños)</li><li>Ajo → cortado bruinoise</li><li>Pimiento verde → cortado bruinoise</li></ul><p>⇒ Sofreír</p></div>",2023-05-27T17:32:17,JORTRI,2023-05-27T17:32:17,JORTRI
333,99,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén paso anterior +</figcaption>
</figure></div><ul><li>1 vaso Caldo pollo → pre-calentado microhondas</li><li>2 vasos agua → pre-calentado microhondas → junto a lo anterior deberian ser unos 800 ml</li><li>Avecrem</li><li>Colorante</li><li>Dijon</li><li>Sal</li></ul><p>⇒ 20' hirviendo</p></div>",2023-05-27T17:33:54,JORTRI,2023-05-27T17:33:54,JORTRI
347,102,4,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/bandeja_horno_48.png"" alt=""Bandeja horno"" title=""Bandeja horno"">
 <figcaption>Bandeja horno de cristal</figcaption>
</figure></div><ul><li>Carne aplastada</li><li>Oregano</li><li>Puré paso 3</li><li>Queso rallado</li></ul><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>⇒ Gratinado (queso dorado)</p></div>",2023-05-28T13:41:59,JORTRI,2023-05-28T13:41:59,JORTRI
350,103,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/plato_48.png"" alt=""Plato"" title=""Plato"">
 <figcaption>Plato</figcaption>
</figure></div><ul><li>Azucar</li><li>Canela</li></ul><p>⇒ Mezclar</p></div>",2023-05-28T13:46:14,JORTRI,2023-05-28T13:46:14,JORTRI
366,108,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Agua y sal hirviendo</li><li>Patatas peladas y troceadas</li></ul><p>⇒ Cocer 20' ⇒ Escurrir ⇒&nbsp;</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/plato_48.png"" alt=""Plato"" title=""Plato"">
 <figcaption>Plato</figcaption>
</figure></div><ul><li>Patatas todavía calientes</li><li>60 gr mantequilla</li></ul><p>⇒ Mezclar con tenedor para obtener puré ⇒ ¿Sal? ⇒ Reservar</p></div>",2023-05-28T18:51:10,JORTRI,2023-05-28T18:51:10,JORTRI
297,88,3,<p>Repetir todo 2 con chocolate con leche.</p>,2023-05-27T16:11:42,JORTRI,2023-05-27T16:11:42,JORTRI
307,91,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Agua</li><li>Habitas</li></ul><p>⇒ Cocer 10'</p></div>",2023-05-27T16:25:50,JORTRI,2023-05-27T16:25:50,JORTRI
341,101,5,"<div class=""ck-content""><p><strong><u>Salsa</u></strong></p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Aceite</li><li>Cebolla picada</li></ul><p>⇒ Rehogar ⇒ +:</p><ul><li>Sal</li><li>Manzana trozos</li></ul><p>⇒ Rehogar tapado ⇒ +:</p><ul><li>Vino Pedro Ximenez</li><li>Vinagre manzana</li></ul><p>⇒ Evaporar alcohol ⇒ +:</p><ul><li>Tomillo&nbsp;</li><li>Oregano</li><li>Pimienta</li></ul><p>⇒ Mezclar bien (hervir un rato) ⇒ +:</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/batidora_48.png"" alt=""Batidora"" title=""Batidora"">
 <figcaption>Batidora</figcaption>
</figure></div><p>⇒ Batir para salsa fina</p></div>",2023-05-28T13:29:29,JORTRI,2023-05-28T13:29:29,JORTRI
342,101,6,"<div class=""ck-content""><p>Hojaldre (Si falta empalmar un trozo de 2º hojaldre):</p><pre><code class=""language-plaintext"">__________________________________
|    __________________          |
|   O_________1________O         |
|                                |
|                                |
|                                |
|                                |
|________________________________|</code></pre><p>1) Solomillo recubierto quitando el papel film</p><p>⇒ Enrollar (apretado, bien plegado)</p><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/bandeja_horno_48.png"" alt=""Bandeja horno"" title=""Bandeja horno"">
 <figcaption>Bandeja horno</figcaption>
</figure></div><ul><li>Un poco de haraina en bandeja para evitara se pegue</li><li>Solomillo</li><li>Huevo batido por encima pintado con brocha</li><li>Resto de hojaldre poner adorno por encima (XXXXXXX)</li><li>Pintar el adorno también con huevo batido</li></ul><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>⇒ 200º - 30'&nbsp;</p><blockquote><p>1 kg son 20', cada 100gr más serán +5'</p><p><mark class=""marker-yellow"">NOTA: Para mi eso sale al punto, no me gusta, en verdad 45-50' de base mínimo</mark></p></blockquote></div>",2023-05-28T13:34:24,JORTRI,2023-05-28T13:34:24,JORTRI
344,102,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Agua y sal hirviendo</li><li>Patatas peladas y cortadas en trozos grandes</li></ul><p>⇒ Cocer 30'</p></div>",2023-05-28T13:37:52,JORTRI,2023-05-28T13:37:52,JORTRI
348,103,1,<p>Lavar bien y secar las hojas del limonero</p>,2023-05-28T13:44:40,JORTRI,2023-05-28T13:44:40,JORTRI
358,105,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Cebolla troceada</li></ul><p>⇒ Sofreír ⇒ +:</p><ul><li>Champiñones (limpio y escurrido)</li><li>Bacon</li></ul><p>⇒ Sofreír ⇒ +:</p><ul><li>Albahaca</li><li>Oregano</li><li>Tomate frito</li><li>Nata</li><li>Sal</li></ul><p>⇒ Remover ⇒ +:</p><ul><li>1 cuchara parmesano</li></ul><p>⇒ Mezclar</p></div>",2023-05-28T17:06:21,JORTRI,2023-05-28T17:06:21,JORTRI
360,106,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/bandeja_horno_48.png"" alt=""Bandeja horno"" title=""Bandeja horno"">
 <figcaption>Bandeja horno</figcaption>
</figure></div><ul><li>Pimiento verde italiano abierto por la mitada vertical con anchoas dentro</li><li>Aceite</li><li>Sal</li></ul><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>⇒ 180º - 1 hora ⇒ Reservar</p></div>",2023-05-28T17:11:35,JORTRI,2023-05-28T17:11:35,JORTRI
367,108,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>2 cuch mantequilla</li><li>Cebolla a medias lunas</li><li>Romero</li><li>Tomillo</li></ul><p>⇒ Sofreír ⇒ +:</p><ul><li>Vino tinto</li></ul><p>⇒ Hervir ⇒ Reducir a fuego lento → Hasta que quede a la mitad ⇒ +:</p><ul><li>Caldo carne</li><li>Frutos rojos triturados (Reservas algunos para decoración)</li><li>Sal / Pimienta</li></ul><p>⇒ Fuego medio 10' ⇒ Apartar pero dejar con tapa puesta</p></div>",2023-05-28T18:53:57,JORTRI,2023-05-28T18:53:57,JORTRI
368,108,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Solomillo medallones de 2 cm salpimentados (Dejar salpimentado 15' de maceración antes)</li></ul><p>⇒ Hacer al gusto</p></div>",2023-05-28T18:55:20,JORTRI,2023-05-28T18:55:20,JORTRI
372,109,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/sarten_48.png"" alt=""Sartén"" title=""Sartén"">
 <figcaption>Sartén</figcaption>
</figure></div><ul><li>Aceite</li><li>Solomillo medallones de 2 cm salpimentados (Dejar salpimentado 15' de maceración antes)</li></ul><p>⇒ Hacer al gusto</p></div>",2023-05-28T19:04:11,JORTRI,2023-05-28T19:04:11,JORTRI
334,100,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>1 vaso de leche (no lleno)</li><li>Maicena</li></ul><p>⇒ Remover con cuchara hasta disolver la maicena ⇒ +:</p><ul><li>Yemas</li><li>200 gr azucar</li></ul><p>⇒ Batir con <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/varillas_mano_48.png"" alt=""Varillas mano""></p><p>&nbsp;</p></div>",2023-05-27T17:37:08,JORTRI,2023-05-27T17:37:50,JORTRI
335,100,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Resto de leche</li><li>Canela</li><li>Piel del limón</li></ul><p>⇒ Calentar hasta hervir (aal 7) ⇒ Bajar fuego ⇒ Quitar canela y limón ⇒ +:</p><ul><li>mezcla del bol del paso 1</li></ul><p>&nbsp;⇒ Mover con batidora manual sin parar&nbsp;</p><p>⇒ Al empezar a espesar y llevado a hervir &nbsp;⇒ Apartar</p><blockquote><p>Unos 8' al 4 elevando al final al 5</p></blockquote><p>&nbsp;</p></div>",2023-05-27T17:39:54,JORTRI,2023-05-27T17:39:54,JORTRI
338,101,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v29/imagenes_cocina/batidora_48.png"" alt=""Batidora"" title=""Batidora"">
 <figcaption>Batidora</figcaption>
</figure></div><ul><li>Revuelto sartén paso 1</li><li>Foie picado</li></ul><p>⇒ Batir hasta salsa espesa</p></div>",2023-05-28T13:20:33,JORTRI,2023-05-28T13:20:33,JORTRI
353,104,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/paellera_48.png"" alt=""Paellera"" title=""Paellera"">
 <figcaption>Paellera anterior</figcaption>
</figure></div><ul><li>Ajo cortado pequeños trocitos</li><li>Cebolla daditos muy pequeños</li></ul><p>⇒ Dorar unos minutos ⇒ +:</p><ul><li>Tomate rayado</li><li>Sal / Pimienta</li></ul><p>⇒ Sofreír</p></div>",2023-05-28T15:21:08,JORTRI,2023-05-28T15:21:08,JORTRI
357,105,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/cazuela_48.png"" alt=""Cacerola"" title=""Cacerola"">
 <figcaption>Cacerola</figcaption>
</figure></div><ul><li>Agua, aceite hirviendo</li><li>Tortellini</li></ul><p>⇒ Cocer 15' ⇒ Escurrir ⇒ Reservar</p></div>",2023-05-28T17:04:10,JORTRI,2023-05-28T17:04:10,JORTRI
359,105,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/bandeja_horno_48.png"" alt=""Bandeja horno"" title=""Bandeja horno"">
 <figcaption>Bandeja horno</figcaption>
</figure></div><ul><li>Mezclar pasta paso 1 con salsa paso 2.</li><li>Queso rallado por encima</li></ul><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>⇒ 200º - 20'</p></div>",2023-05-28T17:07:42,JORTRI,2023-05-28T17:07:42,JORTRI
361,106,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/bandeja_horno_48.png"" alt=""Bandeja horno"" title=""Bandeja horno"">
 <figcaption>Bandeja horno</figcaption>
</figure></div><ul><li>Atún salpimentado</li><li>Por encima del atún: Ajos machados en mortero junto ralladura limón</li><li>Aceite</li><li>Por encima la mezcla: Zumo del limón + cucharada soja</li></ul><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/horno_48.png"" alt=""Horno"" title=""Horno"">
 <figcaption>Horno</figcaption>
</figure></div><p>⇒ 180º - 15'</p></div>",2023-05-28T17:13:17,JORTRI,2023-05-28T17:13:17,JORTRI
362,106,3,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/plato_48.png"" alt=""Plato"" title=""Plato"">
 <figcaption>Plato</figcaption>
</figure></div><ul><li>Pimientos (recalentado en microhondas si se enfriaron)</li><li>Atún y por encima el caldo de la bandeja del horno</li></ul></div>",2023-05-28T17:14:06,JORTRI,2023-05-28T17:14:06,JORTRI
374,110,1,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/bol_48.png"" alt=""Bol"" title=""Bol"">
 <figcaption>Bol</figcaption>
</figure></div><ul><li>Hojas albahaca</li><li>Agua</li></ul><p>⇒ Lavar ⇒ Secar <mark class=""pen-red""><strong>MUY BIEN</strong></mark>!!&nbsp;</p><blockquote><p><mark class=""marker-yellow"">Pero ojo: no romper hojas → se oxidan</mark></p><p><mark class=""marker-yellow"">Y ojo: Solo queremos las hojas, no los tallos (amargan)</mark></p></blockquote><p>&nbsp;</p></div>",2023-05-29T10:44:30,JORTRI,2023-05-29T10:44:30,JORTRI
375,110,2,"<div class=""ck-content""><div class=""raw-html-embed""><figure>
 <img src=""https://gdbbf7e48b23eea-apexcurso.adb.eu-madrid-1.oraclecloudapps.com/ords/r/curso/125/files/static/v30/imagenes_cocina/batidora_48.png"" alt=""Batidora"" title=""Batidora"">
 <figcaption>Batidora</figcaption>
</figure></div><ul><li>Albahaca</li><li>Quesos <strong><u>rallados</u></strong></li><li>Ajo pelado y cortado</li><li>Piñones</li><li><strong>40 ml</strong> del aceite</li><li>Pizca sal</li></ul><p>⇒ Batir ⇒ Hasta salsa verde espesa ⇒ Sacar a recipiente ⇒ +:</p><ul><li>Los otros <strong>40 ml</strong> del aceite</li></ul><p>⇒ Mezclar</p></div>",2023-05-29T10:46:15,JORTRI,2023-05-29T10:46:15,JORTRI
